"host_response_time","host_acceptance_rate","host_is_superhost","host_listings_count","host_has_profile_pic","host_identity_verified","neighbourhood_group_cleansed","room_type","accommodates","bathrooms","bedrooms","beds","price","minimum_nights","maximum_nights","minimum_minimum_nights","maximum_minimum_nights","minimum_maximum_nights","maximum_maximum_nights","minimum_nights_avg_ntm","maximum_nights_avg_ntm","availability_30","availability_60","availability_90","availability_365","number_of_reviews","number_of_reviews_ltm","number_of_reviews_l30d","review_scores_rating","review_scores_accuracy","review_scores_cleanliness","review_scores_checkin","review_scores_communication","review_scores_location","review_scores_value","instant_bookable","calculated_host_listings_count","calculated_host_listings_count_entire_homes","calculated_host_listings_count_private_rooms","calculated_host_listings_count_shared_rooms","reviews_per_month","host_since_days","log_price"
"within a few hours",100,"f",85,"t","t","Kauai","Entire home/apt",6,2,2,3,200,3,1125,3,7,1125,1125,3.2,1125,28,50,66,319,19,2,0,97,10,9,10,10,10,10,"t",73,73,0,0,0.36,1884,5.29831736654804
"within a few hours",100,"f",85,"t","t","Kauai","Entire home/apt",4,2,2,2,200,3,1125,3,7,1125,1125,3.2,1125,27,57,72,345,35,8,0,92,9,10,9,10,9,9,"t",73,73,0,0,0.66,1884,5.29831736654804
"within a few hours",100,"f",85,"t","t","Kauai","Entire home/apt",6,3,3,3,275,3,1125,3,7,1125,1125,3.2,1125,28,50,70,344,8,1,0,91,9,10,10,9,9,9,"t",73,73,0,0,0.15,1884,5.61677109766657
"within a day",97,"t",246,"t","t","Hawaii","Entire home/apt",2,1,1,1,241,1,365,3,10,365,365,5,365,30,60,79,302,2,0,0,100,10,10,10,10,10,10,"t",227,227,0,0,0.05,2343,5.48479693349065
"within a day",95,"t",6,"t","t","Hawaii","Private room",5,2,1,5,80,1,1125,1,1,1125,1125,1,1125,30,60,90,365,89,0,0,91,10,10,10,10,10,10,"f",6,0,4,2,1.58,1783,4.38202663467388
"within a day",97,"t",246,"t","t","Hawaii","Entire home/apt",8,3,3,4,789,1,365,4,7,365,365,4.2,365,30,60,76,344,3,0,0,100,10,10,10,10,10,9,"t",227,227,0,0,0.11,2343,6.67076632084587
"within a day",97,"t",246,"t","t","Hawaii","Entire home/apt",8,3.5,3,0,720,1,365,1,7,365,365,4.2,365,30,56,72,257,3,0,0,100,9,9,10,10,10,10,"t",227,227,0,0,0.1,2343,6.5792512120101
"within a day",97,"t",246,"t","t","Hawaii","Entire home/apt",4,2,2,4,278,1,365,1,10,365,365,5.5,365,30,60,87,319,3,1,0,100,9,9,9,9,10,9,"t",227,227,0,0,0.09,2343,5.62762111369064
"within a day",97,"t",246,"t","t","Hawaii","Entire home/apt",6,2.5,2,3,830,1,365,4,10,365,365,4.4,365,19,49,72,298,7,1,0,100,10,10,10,10,10,9,"t",227,227,0,0,0.14,2343,6.72142570079064
"within a day",97,"t",246,"t","t","Hawaii","Entire home/apt",4,2,2,0,479,1,365,1,10,365,365,3.5,365,0,7,23,204,24,6,0,98,10,10,10,10,10,10,"t",227,227,0,0,0.45,2343,6.17170059741091
"within a day",97,"t",246,"t","t","Hawaii","Entire home/apt",6,2.5,2,4,406,1,365,1,10,365,365,3.5,365,0,0,4,137,12,1,0,95,10,10,10,10,10,10,"t",227,227,0,0,0.25,2343,6.00635315960173
"within a day",97,"t",246,"t","t","Hawaii","Entire home/apt",4,2,2,2,337,1,365,3,10,365,365,3.5,365,30,41,57,284,12,0,0,93,10,10,10,10,10,9,"t",227,227,0,0,0.24,2343,5.82008293035236
"within a day",97,"t",246,"t","t","Hawaii","Entire home/apt",6,2,2,2,337,1,365,3,10,365,365,3.5,365,30,46,52,261,3,0,0,100,10,10,10,9,10,10,"t",227,227,0,0,0.07,2343,5.82008293035236
"within a day",97,"t",246,"t","t","Hawaii","Entire home/apt",4,1,1,1,287,1,365,3,10,365,365,3.5,365,24,30,60,276,4,0,0,90,9,9,10,10,9,9,"t",227,227,0,0,0.08,2343,5.65948221575962
"within a day",97,"t",246,"t","t","Hawaii","Entire home/apt",6,2,2,2,358,1,365,5,7,365,365,5.1,365,30,59,75,350,5,2,0,96,10,10,9,10,10,10,"t",227,227,0,0,0.1,2343,5.8805329864007
"within a day",97,"t",246,"t","t","Hawaii","Entire home/apt",4,2.5,2,3,365,1,365,3,7,365,365,3.2,365,19,41,69,251,3,0,0,87,10,10,7,7,7,8,"t",227,227,0,0,0.07,2343,5.89989735358249
"within a day",97,"t",246,"t","t","Hawaii","Entire home/apt",4,2.5,2,2,264,1,365,3,7,365,365,3.2,365,18,18,19,294,8,2,0,95,9,10,10,9,9,9,"t",227,227,0,0,0.19,2343,5.57594910314632
"within a day",97,"t",246,"t","t","Hawaii","Entire home/apt",2,1,1,1,216,1,365,3,7,365,365,3.2,365,21,35,65,326,13,1,0,88,9,9,9,9,9,8,"t",227,227,0,0,0.28,2343,5.37527840768417
"within an hour",98,"t",85,"t","t","Maui","Entire home/apt",4,1,1,2,108,3,90,3,3,90,90,3,90,4,15,45,311,117,11,0,95,10,9,10,10,10,9,"f",78,78,0,0,2.1,2814,4.68213122712422
"within a day",95,"t",6,"t","t","Hawaii","Private room",5,2,1,5,80,1,1125,1,1,1125,1125,1,1125,30,60,90,365,70,2,0,92,10,9,10,9,10,9,"f",6,0,4,2,1.26,1783,4.38202663467388
"within a day",95,"t",6,"t","t","Hawaii","Private room",2,1,1,1,105,1,1125,1,1,1125,1125,1,1125,29,59,89,364,49,5,0,98,10,10,10,10,10,10,"f",6,0,4,2,0.88,1783,4.65396035015752
"within a few hours",100,"f",1,"t","f","Maui","Entire home/apt",6,3,3,3,990,5,1125,5,5,1125,1125,5,1125,0,2,2,24,0,0,0,NA,NA,NA,NA,NA,NA,NA,"t",1,1,0,0,NA,1782,6.89770494312864
"within an hour",100,"f",50,"t","t","Kauai","Entire home/apt",8,3,2,6,423,2,1125,2,7,4,1125,3.8,516.1,30,56,73,348,20,3,0,96,10,10,10,9,10,9,"t",45,45,0,0,0.41,2565,6.04737217904628
"within an hour",100,"t",1,"t","t","Maui","Entire home/apt",4,2,2,2,104,4,21,4,4,1125,1125,4,1125,6,20,23,265,20,16,0,100,10,10,10,10,10,10,"t",1,1,0,0,1.28,1782,4.64439089914137
"within a few hours",67,"t",1,"t","t","Maui","Entire home/apt",2,1,1,1,198,2,30,2,2,1125,1125,2,1125,30,60,90,351,20,3,0,99,10,10,10,10,10,10,"t",1,1,0,0,0.58,2834,5.28826703069454
"within a few hours",97,"f",219,"t","t","Maui","Entire home/apt",6,2,2,2,129,5,1125,3,7,1125,1125,5.3,1125,3,3,3,3,37,3,0,90,9,9,9,9,10,9,"f",199,195,2,0,0.65,2403,4.85981240436167
"within a few hours",100,"f",2,"t","f","Honolulu","Entire home/apt",3,1,NA,1,130,2,1125,2,2,1125,1125,2,1125,10,11,22,168,26,2,0,92,9,9,10,10,10,9,"t",2,2,0,0,0.5,1780,4.86753445045558
"within a few hours",100,"f",2,"t","t","Hawaii","Entire home/apt",2,1,NA,0,41.43,3,31,3,3,31,31,3,31,24,54,84,359,19,1,0,91,9,10,9,9,10,9,"f",2,2,0,0,0.38,1931,3.72400525608931
"within a few hours",100,"f",2,"t","t","Hawaii","Entire home/apt",6,1,1,3,80,30,31,30,30,1125,1125,30,1125,0,14,19,294,28,0,0,90,9,9,10,10,10,9,"t",2,2,0,0,0.51,1931,4.38202663467388
"within an hour",99,"t",17,"t","f","Maui","Entire home/apt",6,2,2,2,510,2,1125,2,2,365,365,2,365,1,1,1,1,10,0,0,98,10,10,10,10,10,9,"t",12,12,0,0,0.23,2367,6.23441072571837
"within an hour",99,"t",17,"t","f","Maui","Entire home/apt",4,1,1,2,360,1,365,2,2,365,365,2,365,6,13,18,226,7,1,0,97,10,10,10,10,10,9,"t",12,12,0,0,0.14,2367,5.88610403145016
"within an hour",99,"t",17,"t","f","Maui","Entire home/apt",4,1,1,1,360,1,1125,2,2,365,365,2,365,9,25,38,256,30,3,0,99,10,10,10,10,10,9,"t",12,12,0,0,0.58,2367,5.88610403145016
"within an hour",99,"t",17,"t","f","Maui","Entire home/apt",4,1,1,2,360,1,1125,2,2,365,365,2,365,12,34,47,308,7,2,0,97,10,10,10,10,10,9,"t",12,12,0,0,0.13,2367,5.88610403145016
"within an hour",99,"t",17,"t","f","Maui","Entire home/apt",2,1,NA,1,325,1,1125,2,2,365,365,2,365,7,15,33,273,17,4,0,95,10,10,10,10,10,9,"t",12,12,0,0,0.36,2367,5.78382518232974
"within an hour",99,"t",17,"t","f","Maui","Entire home/apt",4,1,1,2,310,1,1125,1,2,365,365,1,365,1,1,1,1,35,9,0,93,9,9,10,10,10,9,"t",12,12,0,0,0.69,2367,5.73657229747919
"within an hour",99,"t",17,"t","f","Maui","Entire home/apt",4,1,1,2,310,1,1125,1,2,365,365,1,365,1,1,1,1,17,3,0,93,9,9,10,9,10,8,"t",12,12,0,0,0.33,2367,5.73657229747919
"within an hour",99,"t",17,"t","f","Maui","Entire home/apt",4,1,1,2,325,1,1125,1,2,365,365,1,365,1,1,1,1,22,7,1,97,10,9,10,10,10,9,"t",12,12,0,0,0.4,2367,5.78382518232974
"within an hour",99,"t",17,"t","f","Maui","Entire home/apt",4,1,1,2,325,1,1125,1,2,365,365,1,365,9,32,41,292,40,13,0,97,10,10,10,10,10,9,"t",12,12,0,0,0.73,2367,5.78382518232974
"within an hour",99,"t",17,"t","f","Maui","Entire home/apt",2,1,1,1,310,1,1125,1,2,365,365,1,365,20,41,61,307,42,5,0,99,10,10,10,10,10,9,"t",12,12,0,0,0.74,2367,5.73657229747919
"within an hour",99,"t",17,"t","f","Maui","Entire home/apt",2,1,NA,1,300,1,1125,1,2,365,365,1,365,28,40,63,309,63,14,0,93,10,10,10,10,10,9,"t",12,12,0,0,1.2,2367,5.7037824746562
"within an hour",99,"t",17,"t","f","Maui","Entire home/apt",2,1,NA,1,285,1,1125,1,2,365,365,1,365,28,48,65,331,80,8,0,96,10,10,10,10,10,9,"t",12,12,0,0,1.43,2367,5.65248918026865
"within a day",100,"f",1,"f","f","Hawaii","Entire home/apt",10,3,5,6,132,3,30,3,3,1125,1125,3,1125,4,34,64,339,18,2,0,86,9,9,10,9,9,9,"f",1,1,0,0,0.36,1780,4.88280192258637
"within a few hours",100,"t",0,"t","t","Hawaii","Entire home/apt",2,1,1,1,89,2,28,2,2,1125,1125,2,1125,0,0,0,0,189,22,0,100,10,10,10,10,10,10,"f",1,1,0,0,3.33,1780,4.48863636973214
"within an hour",100,"f",1,"t","t","Honolulu","Entire home/apt",6,2,2,4,230,14,350,14,14,1125,1125,14,1125,0,16,31,260,44,2,0,90,9,9,9,10,9,9,"t",1,1,0,0,0.79,2199,5.4380793089232
"within a day",87,"t",3,"t","t","Maui","Entire home/apt",6,1,2,3,295,1,1125,1,2,1125,1125,1,1125,0,5,35,282,90,12,0,96,10,10,10,10,10,9,"f",3,3,0,0,1.68,3422,5.68697535633982
"within an hour",91,"t",6,"t","t","Hawaii","Entire home/apt",4,1,2,2,85,2,365,2,2,365,365,2,365,10,35,35,294,65,8,1,98,10,10,10,10,10,10,"f",3,3,0,0,1.14,1783,4.44265125649032
"within a day",0,"f",1,"t","t","Hawaii","Entire home/apt",2,1,1,3,150,4,1125,4,4,1125,1125,4,1125,30,55,71,345,1,0,0,100,10,10,10,10,10,10,"f",1,1,0,0,0.02,2442,5.01063529409626
"within an hour",98,"t",85,"t","t","Maui","Entire home/apt",3,1,1,2,89,3,90,3,3,90,90,3,90,4,15,45,320,145,10,0,94,9,9,10,10,10,9,"f",78,78,0,0,2.63,2814,4.48863636973214
"within a few hours",69,"f",4,"t","t","Honolulu","Entire home/apt",3,1,1,1,136,3,365,3,3,365,365,3,365,22,51,54,329,77,8,0,94,10,9,9,10,10,9,"f",2,2,0,0,1.41,1811,4.91265488573605
"within an hour",100,"t",4,"t","t","Honolulu","Entire home/apt",3,1,NA,1,94,25,1125,1,25,1125,1125,24.6,1125,0,1,3,4,13,1,0,100,10,10,10,10,10,10,"t",3,3,0,0,0.23,1778,4.54329478227
"within an hour",100,"f",1,"f","f","Kauai","Entire home/apt",10,3.5,4,4,244,3,1125,3,3,1125,1125,3,1125,2,2,2,2,3,2,0,100,10,10,10,10,9,9,"t",1,1,0,0,0.21,1777,5.4971682252932
"within an hour",100,"t",9,"t","t","Honolulu","Entire home/apt",2,1,NA,1,99,1,1125,1,2,1125,1125,1,1125,13,33,53,118,130,16,1,99,10,10,10,10,10,10,"f",9,9,0,0,2.33,1777,4.59511985013459
"N/A",100,"f",1,"t","t","Maui","Entire home/apt",3,1,1,1,150,2,1125,2,2,1125,1125,2,1125,30,57,57,288,101,12,0,88,9,9,10,9,10,9,"f",1,1,0,0,1.8,1777,5.01063529409626
"within an hour",81,"t",2,"t","t","Honolulu","Entire home/apt",3,1,NA,2,65,30,180,27,30,180,180,29.7,180,0,0,0,0,60,7,0,98,10,10,10,10,9,10,"f",2,2,0,0,1.06,1938,4.17438726989564
"within an hour",39,"f",6,"t","t","Kauai","Entire home/apt",4,1,1,2,304,1,1125,1,2,1125,1125,1,1125,30,60,90,365,8,1,0,95,9,10,9,10,10,9,"f",11,11,0,0,0.14,2334,5.71702770140622
"within an hour",99,"t",3,"t","t","Hawaii","Entire home/apt",4,2,2,4,175,6,30,6,6,30,30,6,30,20,44,62,140,117,14,0,99,10,10,10,10,10,10,"f",2,2,0,0,2.05,1789,5.16478597392351
"N/A",100,"f",1,"t","t","Honolulu","Entire home/apt",6,1.5,2,3,118,30,1125,30,30,1125,1125,30,1125,0,30,60,302,82,3,0,91,10,9,10,9,9,9,"t",1,1,0,0,1.45,2147,4.77068462446567
"within an hour",99,"f",2,"t","t","Hawaii","Entire home/apt",2,1,1,1,77,5,60,5,5,1125,1125,5,1125,30,60,90,90,190,17,0,96,10,10,10,10,10,9,"t",2,2,0,0,3.33,1780,4.34380542185368
"within a few hours",100,"t",1,"t","t","Honolulu","Entire home/apt",6,1,1,4,160,4,45,4,4,1125,1125,4,1125,0,0,0,0,116,15,0,97,10,10,10,10,10,10,"t",1,1,0,0,2.08,1775,5.07517381523383
"within an hour",100,"t",4,"t","t","Hawaii","Private room",6,3.5,3,3,260,2,1125,2,2,1125,1125,2,1125,0,16,34,284,43,1,0,98,10,9,10,10,10,10,"t",4,0,4,0,0.77,2183,5.56068163101553
"N/A",99,"t",1,"t","t","Honolulu","Entire home/apt",4,2,2,2,333,5,365,5,5,365,365,5,365,0,0,18,142,118,17,0,99,10,10,10,10,10,10,"f",1,1,0,0,2.18,1956,5.80814248998044
"within a few hours",100,"t",5,"t","t","Hawaii","Entire home/apt",2,1,1,2,120,2,1125,2,10,1125,1125,2.6,1125,0,0,10,241,74,9,1,99,10,10,10,10,10,10,"t",4,4,0,0,1.35,1949,4.78749174278205
"within an hour",99,"f",2,"t","t","Maui","Entire home/apt",6,1,2,3,131,4,1125,4,4,1125,1125,4,1125,10,33,49,323,110,9,0,91,10,9,10,10,10,9,"t",2,2,0,0,1.95,2034,4.87519732320115
"within an hour",50,"f",1,"t","t","Maui","Entire home/apt",4,2,1,2,270,4,1125,4,4,1125,1125,4,1125,18,42,49,148,9,1,0,97,10,10,10,10,10,9,"t",4,3,1,0,0.17,1778,5.59842195899838
"within an hour",83,"f",1,"t","t","Maui","Entire home/apt",3,1,1,0,119,3,1125,3,7,1125,1125,3.2,1125,30,60,71,336,79,7,0,95,10,10,10,10,10,9,"f",1,1,0,0,1.47,1774,4.77912349311153
"within an hour",100,"f",2,"t","t","Kauai","Entire home/apt",6,2,2,2,315,3,1125,3,3,1125,1125,3,1125,30,51,77,323,0,0,0,NA,NA,NA,NA,NA,NA,NA,"t",1,1,0,0,NA,2101,5.75257263882563
"within an hour",100,"t",1,"t","f","Kauai","Entire home/apt",4,1,1,2,95,2,30,2,2,1125,1125,2,1125,2,5,5,117,204,28,2,96,10,9,10,10,10,10,"f",1,1,0,0,3.7,2386,4.55387689160054
"within a few hours",100,"f",1,"t","t","Maui","Entire home/apt",6,2,2,3,290,4,120,4,4,120,120,4,120,1,1,1,1,46,0,0,96,10,10,10,10,10,10,"f",1,1,0,0,0.83,1773,5.66988092298052
"within a few hours",100,"t",28,"t","t","Maui","Entire home/apt",6,2,2,3,195,7,1123,7,7,1125,1125,7,1125,16,33,54,279,13,1,0,97,10,10,10,10,10,10,"t",27,27,0,0,0.24,3466,5.27299955856375
"within a few hours",100,"t",28,"t","t","Maui","Entire home/apt",6,2,2,3,191.25,7,1123,2,7,1125,1125,6.9,1125,18,26,35,107,12,2,0,90,9,9,10,10,10,9,"t",27,27,0,0,0.24,3466,5.25358147270664
"within a few hours",100,"t",28,"t","t","Maui","Entire home/apt",4,1,1,1,98,7,1123,7,7,1125,1125,7,1125,1,1,1,1,35,7,0,93,10,9,10,10,10,9,"t",27,27,0,0,0.75,3466,4.58496747867057
"within a few hours",100,"t",28,"t","t","Maui","Entire home/apt",3,1,1,1,116,7,1123,5,7,1125,1125,7,1125,2,2,2,2,35,4,0,98,10,9,10,10,10,10,"t",27,27,0,0,0.64,3466,4.75359019110636
"within a few hours",100,"t",28,"t","t","Maui","Entire home/apt",4,1,1,1,213,7,1123,7,7,1125,1125,7,1125,1,31,52,113,19,3,0,98,10,10,10,10,10,10,"t",27,27,0,0,0.37,3466,5.36129216570943
"within a few hours",100,"t",28,"t","t","Maui","Entire home/apt",3,1,1,1,167,8,1123,8,8,1125,1125,8,1125,0,0,18,284,19,5,0,98,10,10,10,10,10,9,"t",27,27,0,0,0.39,3466,5.11799381241676
"within a few hours",100,"f",6,"t","t","Hawaii","Entire home/apt",6,1,2,2,68,30,1125,1,30,1125,1125,28.6,1125,0,0,0,261,23,4,0,96,10,10,10,10,9,10,"f",3,3,0,0,0.43,3059,4.21950770517611
"within an hour",100,"f",3,"t","t","Hawaii","Entire home/apt",4,2,2,3,159,3,21,3,3,21,21,3,21,15,24,25,236,33,4,0,100,10,10,10,10,10,10,"t",1,1,0,0,0.75,1772,5.06890420222023
"within an hour",100,"t",4,"t","t","Hawaii","Private room",2,1.5,1,1,75,2,1125,2,2,1125,1125,2,1125,0,17,44,319,339,38,0,98,10,10,10,10,10,10,"t",4,0,4,0,6.02,2183,4.31748811353631
"within a day",74,"f",73,"t","t","Kauai","Entire home/apt",6,2,2,3,306,2,1125,2,3,1125,1125,2.8,1125,29,59,89,364,24,0,0,93,9,10,9,10,10,9,"f",9,9,0,0,0.43,1880,5.72358510195238
"within an hour",99,"t",6,"t","f","Maui","Entire home/apt",2,1,NA,1,59,1,1125,1,2,1125,1125,1,1125,23,53,65,327,157,37,0,96,10,10,10,10,10,10,"t",6,6,0,0,2.76,2065,4.07753744390572
"within an hour",97,"f",12,"t","f","Maui","Entire home/apt",4,2,1,2,236,1,1125,1,2,1125,1125,1,1125,2,2,2,2,49,10,0,90,9,9,10,10,10,9,"t",8,8,0,0,0.89,4085,5.46383180502561
"within a day",66,"f",9,"t","f","Hawaii","Private room",1,1,1,1,48,1,1125,1,1,1125,1125,1,1125,30,60,90,90,10,2,0,94,9,10,9,10,9,10,"f",8,0,7,1,0.18,2832,3.87120101090789
"within an hour",100,"f",5,"t","t","Honolulu","Entire home/apt",4,1,1,2,89,1,1125,1,2,1125,1125,1,1125,3,3,3,3,28,7,0,90,10,9,10,10,10,9,"t",5,3,2,0,0.55,1770,4.48863636973214
"within a day",96,"f",91,"t","t","Kauai","Entire home/apt",2,1,1,1,125,1,1125,3,11,1125,1125,3.9,1125,1,16,46,321,111,13,0,97,10,10,10,10,10,10,"t",90,89,1,0,1.98,3461,4.8283137373023
"within an hour",94,"t",1,"t","t","Honolulu","Entire home/apt",2,1,1,2,100,30,1125,30,30,1125,1125,30,1125,0,0,18,197,75,1,0,100,10,10,10,10,10,10,"f",2,2,0,0,1.35,1969,4.60517018598809
"within a day",82,"f",1,"t","f","Maui","Entire home/apt",4,2.5,2,2,310,1,1125,1,2,1125,1125,1,1125,0,2,2,92,18,4,0,99,10,10,9,10,10,10,"f",1,1,0,0,0.35,1896,5.73657229747919
"within an hour",98,"f",101,"t","f","Honolulu","Entire home/apt",2,1,NA,1,115,2,1125,2,4,1125,1125,2.2,1125,24,54,65,330,76,9,0,90,9,9,10,9,10,9,"f",101,101,0,0,1.4,1927,4.74493212836325
"within a day",71,"t",3,"t","t","Maui","Entire home/apt",2,1.5,1,1,475,1,1125,4,7,1125,1125,4.6,1125,30,60,90,365,17,3,0,100,10,10,10,10,10,9,"f",1,1,0,0,0.69,3167,6.16331480403464
"a few days or more",100,"f",42,"t","t","Honolulu","Entire home/apt",4,1,1,1,169,2,180,2,2,180,180,2,180,0,0,0,0,77,7,0,93,9,9,9,10,10,9,"t",42,41,1,0,1.38,3143,5.12989871492307
"within an hour",89,"f",290,"t","t","Maui","Entire home/apt",4,1,1,1,120,4,179,2,4,1125,1125,4,1125,22,52,82,357,0,0,0,NA,NA,NA,NA,NA,NA,NA,"t",279,279,0,0,NA,3168,4.78749174278205
"within an hour",89,"f",290,"t","t","Maui","Entire home/apt",4,1,1,1,187,4,179,2,4,1125,1125,4,1125,0,30,60,280,4,1,0,100,10,10,10,10,10,10,"t",279,279,0,0,0.09,3168,5.23110861685459
"within an hour",89,"f",290,"t","t","Maui","Entire home/apt",2,1,1,1,130,4,179,2,7,1125,1125,4.1,1125,17,39,39,221,1,0,0,100,10,10,10,10,10,10,"t",279,279,0,0,0.06,3168,4.86753445045558
"within an hour",89,"f",290,"t","t","Maui","Entire home/apt",4,1,1,1,130,4,1125,2,7,1125,1125,4,1125,2,2,2,2,3,1,0,100,10,10,10,10,10,10,"t",279,279,0,0,0.07,3168,4.86753445045558
"within an hour",89,"f",290,"t","t","Maui","Entire home/apt",4,1,1,1,120,4,179,2,4,1125,1125,4,1125,28,58,88,350,1,0,0,100,8,10,10,10,8,6,"t",279,279,0,0,0.05,3168,4.78749174278205
"within an hour",89,"f",290,"t","t","Maui","Entire home/apt",4,1,1,1,211,4,179,4,4,1125,1125,4,1125,18,46,64,276,0,0,0,NA,NA,NA,NA,NA,NA,NA,"t",279,279,0,0,NA,3168,5.35185813347607
"within an hour",89,"f",290,"t","t","Maui","Entire home/apt",4,1,1,1,130,4,179,2,4,1125,1125,3.9,1125,28,35,65,260,0,0,0,NA,NA,NA,NA,NA,NA,NA,"t",279,279,0,0,NA,3168,4.86753445045558
"within an hour",89,"f",290,"t","t","Maui","Entire home/apt",4,1,1,1,130,4,179,2,4,1125,1125,4,1125,20,40,70,259,1,0,0,80,10,8,8,10,10,10,"t",279,279,0,0,0.04,3168,4.86753445045558
"within an hour",89,"f",290,"t","t","Maui","Entire home/apt",4,1,1,1,172,4,179,2,4,1125,1125,4,1125,24,54,75,331,0,0,0,NA,NA,NA,NA,NA,NA,NA,"t",279,279,0,0,NA,3168,5.14749447681345
"within an hour",89,"f",290,"t","t","Maui","Entire home/apt",4,1,1,2,254,4,179,2,7,1125,1125,4.1,1125,16,38,54,311,5,2,0,96,10,10,10,10,10,10,"t",279,279,0,0,0.15,3168,5.53733426701854
"within an hour",89,"f",290,"t","t","Maui","Entire home/apt",4,1,1,1,120,4,179,2,4,1125,1125,3.9,1125,15,42,72,347,3,0,0,100,10,10,10,10,10,9,"t",279,279,0,0,0.06,3168,4.78749174278205
"within an hour",89,"f",290,"t","t","Maui","Entire home/apt",4,1,1,1,124,4,179,4,4,1125,1125,4,1125,2,2,2,2,3,0,0,100,9,9,10,10,10,9,"t",279,279,0,0,0.1,3168,4.82028156560504
"within an hour",89,"f",290,"t","t","Maui","Entire home/apt",4,1,1,1,172,4,179,2,4,1125,1125,3.9,1125,0,5,35,310,1,0,0,100,10,10,10,10,10,8,"t",279,279,0,0,0.05,3168,5.14749447681345
"within an hour",89,"f",290,"t","t","Maui","Entire home/apt",2,1,1,1,172,4,179,2,4,1125,1125,3.9,1125,18,48,78,353,2,0,0,100,10,10,10,10,10,8,"t",279,279,0,0,0.09,3168,5.14749447681345
"within an hour",89,"f",290,"t","t","Maui","Entire home/apt",4,1,1,1,145,4,179,2,4,1125,1125,3.7,1125,2,2,2,2,1,0,0,100,10,6,10,10,10,10,"t",279,279,0,0,0.08,3168,4.97673374242057
"within an hour",89,"f",290,"t","t","Maui","Entire home/apt",2,1,1,1,229,4,179,4,4,1125,1125,4,1125,0,19,49,294,1,0,0,100,10,10,10,10,10,10,"t",279,279,0,0,0.05,3168,5.43372200355424
"within an hour",89,"f",290,"t","t","Maui","Entire home/apt",2,1,1,1,130,4,179,2,7,1125,1125,4,1125,8,37,52,304,3,0,0,100,10,10,10,10,10,9,"t",279,279,0,0,0.14,3168,4.86753445045558
"within an hour",89,"f",290,"t","t","Maui","Entire home/apt",4,1,1,1,130,4,179,2,4,1125,1125,4,1125,2,2,2,2,0,0,0,NA,NA,NA,NA,NA,NA,NA,"t",279,279,0,0,NA,3168,4.86753445045558
"within an hour",89,"f",290,"t","t","Maui","Entire home/apt",2,1,1,1,130,4,179,2,4,1125,1125,4,1125,1,1,1,1,13,0,0,98,10,10,10,10,10,10,"t",279,279,0,0,0.24,3168,4.86753445045558
"within an hour",89,"f",290,"t","t","Maui","Entire home/apt",4,1,1,1,130,4,179,4,4,1125,1125,4,1125,28,41,71,346,2,0,0,100,10,10,10,10,10,10,"t",279,279,0,0,0.06,3168,4.86753445045558
"within an hour",89,"f",290,"t","t","Maui","Entire home/apt",4,1,1,1,159,4,179,2,4,1125,1125,4,1125,5,27,57,308,0,0,0,NA,NA,NA,NA,NA,NA,NA,"t",279,279,0,0,NA,3168,5.06890420222023
"within an hour",89,"f",290,"t","t","Maui","Entire home/apt",4,1,1,1,130,4,179,4,4,1125,1125,4,1125,28,50,80,275,1,0,0,100,10,10,10,10,10,8,"t",279,279,0,0,0.05,3168,4.86753445045558
"within an hour",89,"f",290,"t","t","Maui","Entire home/apt",2,1,1,1,229,4,179,2,4,1125,1125,4,1125,10,40,70,305,3,0,0,93,8,8,9,9,10,8,"t",279,279,0,0,0.09,3168,5.43372200355424
"within an hour",89,"f",290,"t","t","Maui","Entire home/apt",2,1,1,1,130,4,179,4,7,1125,1125,4.1,1125,28,56,73,319,1,0,0,80,10,10,10,10,10,10,"t",279,279,0,0,0.02,3168,4.86753445045558
"within an hour",89,"f",290,"t","t","Maui","Entire home/apt",2,1,1,1,130,4,179,4,4,1125,1125,4,1125,19,42,62,300,2,0,0,100,10,10,10,10,10,9,"t",279,279,0,0,0.04,3168,4.86753445045558
"within an hour",89,"f",290,"t","t","Maui","Entire home/apt",2,1,1,1,154,4,179,2,7,1125,1125,4,1125,0,0,18,249,4,0,0,100,10,10,10,10,10,10,"t",279,279,0,0,0.15,3168,5.03695260241363
"within an hour",89,"f",290,"t","t","Maui","Entire home/apt",2,1,1,1,147,4,179,2,4,1125,1125,4,1125,21,29,37,281,9,4,0,100,10,10,10,10,10,9,"t",279,279,0,0,0.27,3168,4.99043258677874
"within an hour",89,"f",290,"t","t","Maui","Entire home/apt",2,1,1,1,130,4,179,2,4,1125,1125,3.9,1125,28,58,76,252,1,1,0,100,10,10,10,10,10,10,"t",279,279,0,0,0.13,3168,4.86753445045558
"within an hour",89,"f",290,"t","t","Maui","Entire home/apt",4,1,1,1,229,4,179,2,7,1125,1125,4.1,1125,10,21,21,243,0,0,0,NA,NA,NA,NA,NA,NA,NA,"t",279,279,0,0,NA,3168,5.43372200355424
"within an hour",89,"f",290,"t","t","Maui","Entire home/apt",4,2,1,1,131,4,179,2,4,1125,1125,3.9,1125,2,2,2,2,1,0,0,100,10,10,10,10,10,10,"t",279,279,0,0,0.07,3168,4.87519732320115
